09:44:33.084 -> Система готова. Формат вывода: mq7,mq135,temp,hum,ky028_analog,ky028_digital
10:27:30.363 -> 140,118,28.0,55.0,155,1
10:27:35.361 -> 140,118,28.0,55.0,144,1
10:27:40.343 -> 139,118,28.0,55.0,156,1
10:27:45.374 -> 140,118,28.0,55.0,174,1
10:27:50.359 -> 140,118,28.0,55.0,167,1
10:27:55.383 -> 139,118,28.0,55.0,136,1
10:28:00.367 -> 139,118,28.0,55.0,137,1
10:28:05.383 -> 140,118,28.0,55.0,169,1
10:28:10.380 -> 140,118,28.0,55.0,194,1
10:28:15.359 -> 140,118,28.0,55.0,173,1
10:28:20.403 -> 139,118,28.0,55.0,130,1
10:28:25.394 -> 139,118,28.0,55.0,140,1
10:28:30.379 -> 139,118,28.0,55.0,191,1
10:28:35.378 -> 139,118,28.0,55.0,181,1
10:28:40.375 -> 140,118,28.0,55.0,151,1
10:28:45.407 -> 139,119,28.0,55.0,157,1
10:28:50.402 -> 141,119,28.0,55.0,165,1
10:28:55.388 -> 142,120,28.0,55.0,157,1
10:29:00.406 -> 142,120,28.0,55.0,152,1
10:29:05.390 -> 142,120,28.0,55.0,156,1
10:29:10.410 -> 141,119,28.0,55.0,166,1
10:29:15.400 -> 140,119,28.0,55.0,160,1
10:29:20.418 -> 140,118,28.0,55.0,152,1
10:29:25.434 -> 139,118,28.0,55.0,155,1
10:29:30.406 -> 139,118,28.0,55.0,162,1
10:29:35.446 -> 140,118,28.0,55.0,166,1
10:29:40.427 -> 140,118,28.0,55.0,157,1
10:29:45.421 -> 140,118,28.0,55.0,150,1
10:29:50.446 -> 140,118,28.0,55.0,153,1
10:29:55.430 -> 140,118,28.0,55.0,162,1
10:30:00.426 -> 140,118,28.0,55.0,165,1
10:30:05.443 -> 140,118,28.0,55.0,160,1
10:30:10.438 -> 142,119,28.0,55.0,149,1
10:30:15.470 -> 140,118,28.0,55.0,152,1
10:30:20.464 -> 141,119,28.0,55.0,162,1
10:30:25.459 -> 142,121,28.0,55.0,168,1
10:30:30.465 -> 143,122,28.0,55.0,161,1
10:30:35.449 -> 142,121,28.0,55.0,153,1
10:30:40.473 -> 143,122,28.0,55.0,154,1
10:30:45.453 -> 145,124,28.0,55.0,161,1
10:30:50.486 -> 146,124,28.0,55.0,165,1
10:30:55.491 -> 148,126,28.0,55.0,191,1
10:31:00.477 -> 148,126,28.0,55.0,190,1
10:31:05.466 -> 148,125,28.0,55.0,189,1
10:31:10.470 -> 148,125,28.0,55.0,168,1
10:31:15.465 -> 148,126,28.0,55.0,169,1
10:31:20.501 -> 151,128,28.0,55.0,169,1
10:31:25.488 -> 153,129,28.0,55.0,168,1
10:31:30.478 -> 153,129,28.0,55.0,167,1
10:31:35.501 -> 152,128,28.0,55.0,166,1
10:31:40.498 -> 151,127,28.0,55.0,165,1
10:31:45.518 -> 152,129,28.0,55.0,167,1
10:31:50.518 -> 152,128,28.0,55.0,166,1
10:31:55.508 -> 152,128,28.0,55.0,164,1
10:32:00.502 -> 151,127,28.0,55.0,160,1
10:32:05.533 -> 152,128,28.0,55.0,158,1
10:32:10.516 -> 153,129,28.0,55.0,159,1
10:32:15.536 -> 156,132,28.0,55.0,160,1
10:32:20.528 -> 157,132,28.0,55.0,160,1
10:32:25.548 -> 155,130,28.0,55.0,159,1
10:32:30.549 -> 153,128,28.0,55.0,160,1
10:32:35.536 -> 151,127,28.0,55.0,159,1
10:32:40.531 -> 151,127,28.0,55.0,159,1
10:32:45.558 -> 150,126,28.0,55.0,160,1
10:32:50.531 -> 150,126,28.0,55.0,161,1
10:32:55.547 -> 150,126,28.0,55.0,162,1
10:33:00.543 -> 150,126,28.0,55.0,163,1
10:33:05.535 -> 150,126,28.0,55.0,164,1
10:33:10.567 -> 150,126,28.0,55.0,166,1
10:33:15.543 -> 150,126,28.0,55.0,167,1
10:33:20.563 -> 150,126,28.0,55.0,168,1
10:33:25.552 -> 150,126,28.0,55.0,168,1
10:33:30.571 -> 150,126,28.0,55.0,168,1
10:33:35.567 -> 150,126,28.0,55.0,168,1
10:33:40.559 -> 149,126,28.0,55.0,168,1
10:33:45.588 -> 150,126,28.0,55.0,167,1
10:33:50.581 -> 150,126,28.0,55.0,165,1
10:33:55.579 -> 150,126,28.0,55.0,166,1
10:34:00.579 -> 150,126,28.0,55.0,163,1
10:34:05.595 -> 150,126,28.0,55.0,160,1
10:34:10.589 -> 150,126,28.0,55.0,158,1
10:34:15.575 -> 150,126,28.0,55.0,157,1
10:34:20.601 -> 150,126,28.0,55.0,156,1
10:34:25.588 -> 150,126,28.0,55.0,156,1
10:34:30.606 -> 150,126,28.0,55.0,157,1
10:34:35.603 -> 150,126,28.0,55.0,160,1
10:34:40.608 -> 150,126,28.0,55.0,166,1
10:34:45.611 -> 150,126,28.0,55.0,168,1
10:34:50.632 -> 150,126,28.0,55.0,164,1
10:34:55.623 -> 151,125,28.0,55.0,158,1
10:35:00.617 -> 150,126,28.0,55.0,156,1
10:35:05.630 -> 150,126,28.0,55.0,157,1
10:35:10.614 -> 150,126,28.0,55.0,161,1
10:35:15.609 -> 150,126,28.0,55.0,164,1
10:35:20.634 -> 150,126,28.0,55.0,168,1
10:35:25.626 -> 150,126,28.0,55.0,166,1
10:35:30.620 -> 150,126,28.0,55.0,159,1
10:35:35.654 -> 150,126,28.0,55.0,156,1
10:35:40.642 -> 150,126,28.0,55.0,156,1
10:35:45.653 -> 150,126,28.0,55.0,159,1
10:35:50.666 -> 150,126,28.0,54.0,164,1
10:35:55.657 -> 150,126,28.0,54.0,167,1
10:36:00.638 -> 150,126,28.0,54.0,162,1
10:36:05.673 -> 151,126,28.0,54.0,145,1
10:36:10.669 -> 152,129,28.0,54.0,158,1
10:36:15.674 -> 153,129,28.0,55.0,175,1
10:36:20.663 -> 153,129,28.0,55.0,183,1
10:36:25.689 -> 151,127,28.0,55.0,164,1
10:36:30.675 -> 152,128,28.0,55.0,158,1
10:36:35.669 -> 153,128,28.0,55.0,152,1
10:36:40.669 -> 152,128,28.0,55.0,156,1
10:36:45.705 -> 152,128,28.0,55.0,166,1
10:36:50.705 -> 152,127,28.0,55.0,168,1
10:36:55.709 -> 152,128,28.0,55.0,159,1
10:37:00.711 -> 156,130,28.0,55.0,153,1
10:37:05.692 -> 154,129,28.0,55.0,158,1
10:37:10.685 -> 153,128,28.0,55.0,170,1
10:37:15.722 -> 152,127,28.0,54.0,173,1
10:37:20.708 -> 151,127,28.0,54.0,157,1
10:37:25.700 -> 151,127,28.0,54.0,150,1
10:37:30.716 -> 150,126,28.0,54.0,149,1
10:37:35.716 -> 150,126,28.0,54.0,154,1
10:37:40.721 -> 150,127,28.0,54.0,168,1
10:37:45.716 -> 150,127,28.0,54.0,176,1
10:37:50.736 -> 150,127,28.0,54.0,158,1
10:37:55.721 -> 150,126,28.0,54.0,151,1
10:38:00.718 -> 151,127,28.0,54.0,151,1
10:38:05.756 -> 151,127,28.0,54.0,162,1
10:38:10.740 -> 150,127,28.0,54.0,175,1
10:38:15.742 -> 151,127,28.0,54.0,171,1
10:38:20.749 -> 150,127,28.0,54.0,151,1
10:38:25.740 -> 151,128,29.0,54.0,141,1
10:38:30.764 -> 151,127,28.0,54.0,150,1
10:38:35.769 -> 151,128,29.0,54.0,174,1
10:38:40.780 -> 151,128,29.0,54.0,175,1
10:38:45.774 -> 152,128,29.0,54.0,154,1
10:38:50.777 -> 151,128,29.0,54.0,148,1
10:38:55.780 -> 151,128,29.0,54.0,157,1
10:39:00.775 -> 152,128,29.0,54.0,175,1
10:39:05.795 -> 151,128,29.0,54.0,176,1
10:39:10.783 -> 151,127,28.0,54.0,164,1
10:39:15.771 -> 154,130,29.0,54.0,153,1
10:39:20.787 -> 155,130,29.0,54.0,151,1
10:39:25.793 -> 155,131,29.0,54.0,163,1
10:39:30.819 -> 156,131,29.0,54.0,177,1
10:39:35.803 -> 156,132,29.0,54.0,180,1
10:39:40.804 -> 156,132,29.0,54.0,172,1
10:39:45.799 -> 157,131,29.0,54.0,158,1
10:39:50.802 -> 156,131,29.0,54.0,156,1
10:39:55.824 -> 156,132,29.0,54.0,154,1
10:40:00.827 -> 157,132,29.0,54.0,173,1
10:40:05.811 -> 156,131,29.0,54.0,181,1
10:40:10.814 -> 156,131,29.0,54.0,176,1
10:40:15.838 -> 157,131,29.0,54.0,162,1
10:40:20.830 -> 157,132,29.0,54.0,152,1
10:40:25.854 -> 157,131,29.0,53.0,153,1
10:40:30.850 -> 158,131,29.0,53.0,167,1
10:40:35.835 -> 157,131,29.0,53.0,181,1
10:40:40.864 -> 160,134,29.0,53.0,181,1
10:40:45.842 -> 159,133,29.0,54.0,153,1
10:40:50.864 -> 157,131,29.0,53.0,147,1
10:40:55.864 -> 156,130,29.0,53.0,170,1
10:41:00.849 -> 154,130,29.0,53.0,183,1
10:41:05.852 -> 153,129,29.0,53.0,166,1
10:41:10.878 -> 154,130,29.0,53.0,149,1
10:41:15.874 -> 156,132,29.0,53.0,147,1
10:41:20.897 -> 159,133,28.0,53.0,156,1
10:41:25.898 -> 159,133,28.0,53.0,167,1
10:41:30.898 -> 159,133,29.0,53.0,172,1
10:41:35.889 -> 163,136,29.0,53.0,186,1
10:41:40.893 -> 166,138,29.0,54.0,188,1
10:41:45.889 -> 165,137,29.0,53.0,170,1
10:41:50.893 -> 162,134,29.0,53.0,152,1
10:41:55.900 -> 161,133,29.0,53.0,148,1
10:42:00.900 -> 158,131,29.0,53.0,165,1
10:42:05.893 -> 158,131,29.0,53.0,184,1
10:42:10.913 -> 156,130,29.0,53.0,167,1
10:42:15.905 -> 156,130,29.0,53.0,146,1
10:42:20.906 -> 155,129,29.0,53.0,156,1
10:42:25.941 -> 156,129,29.0,53.0,179,1
10:42:30.942 -> 155,129,29.0,53.0,178,1
10:42:35.921 -> 155,129,29.0,53.0,147,1
10:42:40.913 -> 155,130,29.0,54.0,161,1
10:42:45.952 -> 155,130,29.0,54.0,183,1
10:42:50.923 -> 155,130,29.0,53.0,167,1
10:42:55.956 -> 156,130,29.0,54.0,147,1
10:43:00.944 -> 156,130,28.0,54.0,167,1
10:43:05.953 -> 156,130,28.0,54.0,177,1
10:43:10.944 -> 156,130,28.0,54.0,148,1
10:43:15.936 -> 156,131,28.0,54.0,150,1
10:43:20.973 -> 156,131,28.0,54.0,177,1
10:43:25.960 -> 157,131,28.0,54.0,175,1
10:43:30.956 -> 156,130,28.0,54.0,148,1
10:43:35.980 -> 156,130,28.0,54.0,152,1
10:43:40.984 -> 157,131,28.0,54.0,166,1
10:43:45.972 -> 157,131,28.0,54.0,183,1
10:43:50.975 -> 158,132,28.0,54.0,159,1
10:43:55.967 -> 158,132,28.0,54.0,164,1
10:44:00.999 -> 158,132,28.0,54.0,160,1
10:44:05.987 -> 158,132,28.0,54.0,160,1
10:44:10.984 -> 158,132,28.0,54.0,160,1
10:44:15.988 -> 158,132,28.0,54.0,162,1
10:44:21.012 -> 160,134,28.0,54.0,167,1
10:44:25.999 -> 159,132,28.0,54.0,171,1
10:44:30.999 -> 158,132,28.0,54.0,168,1
10:44:35.995 -> 157,131,28.0,54.0,166,1
10:44:41.029 -> 156,130,28.0,54.0,161,1
10:44:46.035 -> 155,129,28.0,54.0,159,1
10:44:51.032 -> 155,129,28.0,54.0,158,1
10:44:56.019 -> 155,129,28.0,54.0,160,1
10:45:01.033 -> 154,130,28.0,54.0,164,1
10:45:06.037 -> 154,129,28.0,54.0,166,1
10:45:11.029 -> 154,129,28.0,54.0,168,1
10:45:16.054 -> 155,129,28.0,54.0,169,1
10:45:21.058 -> 155,129,28.0,54.0,163,1
10:45:26.054 -> 155,129,28.0,54.0,159,1
10:45:31.044 -> 155,129,28.0,54.0,158,1
10:45:36.070 -> 155,129,28.0,54.0,149,1
10:45:41.063 -> 155,129,28.0,54.0,158,1
10:45:46.050 -> 154,129,28.0,54.0,170,1
10:45:51.055 -> 154,129,28.0,54.0,190,1
10:45:56.056 -> 154,128,28.0,54.0,177,1
10:46:01.074 -> 154,129,28.0,54.0,159,1
10:46:06.079 -> 153,128,28.0,54.0,147,1
10:46:11.090 -> 153,127,28.0,54.0,156,1
10:46:16.091 -> 153,127,28.0,54.0,177,1
10:46:21.102 -> 153,127,28.0,54.0,176,1
10:46:26.094 -> 153,128,28.0,54.0,165,1
10:46:31.090 -> 154,128,28.0,54.0,153,1
10:46:36.085 -> 153,128,28.0,54.0,149,1
10:46:41.085 -> 152,127,28.0,54.0,154,1
10:46:46.087 -> 152,128,28.0,54.0,168,1
10:46:51.090 -> 152,128,28.0,54.0,169,1
10:46:56.125 -> 152,128,28.0,54.0,165,1
10:47:01.110 -> 153,128,28.0,54.0,159,1
10:47:06.105 -> 154,129,28.0,54.0,157,1
10:47:11.110 -> 153,129,28.0,54.0,155,1
10:47:16.102 -> 153,129,28.0,54.0,163,1
10:47:21.101 -> 153,130,28.0,54.0,175,1
10:47:26.105 -> 153,129,28.0,54.0,171,1
10:47:31.133 -> 153,129,28.0,54.0,154,1
10:47:36.133 -> 153,129,28.0,54.0,155,1
10:47:41.126 -> 153,129,28.0,54.0,168,1
10:47:46.130 -> 153,129,28.0,54.0,176,1
10:47:51.143 -> 153,129,28.0,54.0,167,1
10:47:56.157 -> 153,130,28.0,54.0,152,1
10:48:01.145 -> 153,130,28.0,54.0,160,1
10:48:06.144 -> 153,129,28.0,54.0,173,1
10:48:11.153 -> 153,130,28.0,54.0,176,1
10:48:16.163 -> 153,130,28.0,54.0,162,1
10:48:21.144 -> 153,129,28.0,54.0,152,1
10:48:26.178 -> 153,129,28.0,54.0,155,1
10:48:31.150 -> 153,129,28.0,54.0,172,1
10:48:36.169 -> 153,129,28.0,54.0,175,1
10:48:41.162 -> 153,130,28.0,54.0,157,1
10:48:46.196 -> 153,129,28.0,54.0,153,1
10:48:51.179 -> 153,129,28.0,54.0,167,1
10:48:56.188 -> 153,129,28.0,54.0,175,1
10:49:01.168 -> 153,129,28.0,54.0,156,1
10:49:06.192 -> 153,129,28.0,54.0,152,1
10:49:11.188 -> 153,129,28.0,54.0,168,1
10:49:16.180 -> 153,129,28.0,54.0,168,1
10:49:21.209 -> 152,129,28.0,54.0,151,1
10:49:26.213 -> 153,129,28.0,54.0,160,1
10:49:31.207 -> 153,129,28.0,54.0,176,1
10:49:36.192 -> 153,129,28.0,54.0,164,1
10:49:41.192 -> 153,129,28.0,54.0,152,1
10:49:46.234 -> 153,129,28.0,54.0,171,1
10:49:51.228 -> 153,129,28.0,54.0,167,1
10:49:56.225 -> 152,129,28.0,54.0,152,1
10:50:01.220 -> 152,129,28.0,54.0,163,1
10:50:06.229 -> 152,129,28.0,54.0,173,1
10:50:11.219 -> 152,129,28.0,54.0,151,1
10:50:16.221 -> 152,130,28.0,54.0,174,1
10:50:21.247 -> 153,129,28.0,54.0,159,1
10:50:26.248 -> 152,129,28.0,54.0,153,1
10:50:31.235 -> 153,129,28.0,54.0,175,1
10:50:36.271 -> 153,129,28.0,54.0,162,1
10:50:41.273 -> 152,129,28.0,54.0,153,1
10:50:46.263 -> 153,129,28.0,54.0,172,1
10:50:51.262 -> 153,130,28.0,54.0,174,1
10:50:56.259 -> 153,130,28.0,54.0,153,1
10:51:01.251 -> 153,129,28.0,54.0,160,1
10:51:06.287 -> 152,129,28.0,54.0,176,1
10:51:11.278 -> 153,129,28.0,54.0,155,1
10:51:16.271 -> 153,129,28.0,54.0,153,1
10:51:21.283 -> 153,129,28.0,54.0,171,1
10:51:26.279 -> 152,129,28.0,54.0,170,1
10:51:31.283 -> 153,129,28.0,54.0,156,1
10:51:36.296 -> 152,129,28.0,54.0,159,1
10:51:41.291 -> 152,129,28.0,54.0,178,1
10:51:46.291 -> 152,130,28.0,54.0,161,1
10:51:51.286 -> 153,130,28.0,54.0,150,1
10:51:56.323 -> 152,129,28.0,54.0,168,1
10:52:01.314 -> 153,130,28.0,54.0,177,1
10:52:06.290 -> 153,130,28.0,54.0,154,1
10:52:11.325 -> 153,129,28.0,54.0,150,1
10:52:16.314 -> 153,129,28.0,54.0,164,1
10:52:21.320 -> 153,130,28.0,54.0,179,1
10:52:26.310 -> 153,129,28.0,54.0,163,1
10:52:31.314 -> 153,129,28.0,54.0,150,1
10:52:36.318 -> 152,130,28.0,54.0,151,1
10:52:41.311 -> 153,130,28.0,54.0,163,1
10:52:46.341 -> 153,129,28.0,54.0,174,1
10:52:51.342 -> 153,130,28.0,54.0,176,1
10:52:56.329 -> 153,130,28.0,54.0,169,1
10:53:01.355 -> 152,129,28.0,54.0,160,1
10:53:06.337 -> 153,129,28.0,54.0,158,1
10:53:11.361 -> 152,129,28.0,54.0,154,1
10:53:16.363 -> 153,129,28.0,54.0,151,1
10:53:21.361 -> 153,129,28.0,54.0,155,1
10:53:26.365 -> 153,130,28.0,54.0,160,1
10:53:31.365 -> 153,129,28.0,54.0,160,1
10:53:36.353 -> 152,129,28.0,54.0,167,1
10:53:41.357 -> 153,130,28.0,54.0,176,1
10:53:46.362 -> 152,129,28.0,54.0,163,1
10:53:51.365 -> 153,129,28.0,54.0,160,1
10:53:56.398 -> 153,130,28.0,54.0,158,1
10:54:01.389 -> 153,130,28.0,54.0,163,1
10:54:06.393 -> 153,129,28.0,54.0,169,1
10:54:11.389 -> 153,130,28.0,54.0,168,1
10:54:16.389 -> 153,129,28.0,54.0,161,1
10:54:21.384 -> 153,130,28.0,54.0,158,1
10:54:26.388 -> 153,130,28.0,54.0,158,1
10:54:31.395 -> 153,129,28.0,54.0,160,1
10:54:36.396 -> 153,129,28.0,54.0,162,1
10:54:41.392 -> 153,129,28.0,54.0,166,1
10:54:46.416 -> 153,129,28.0,54.0,169,1
10:54:51.412 -> 153,129,28.0,54.0,168,1
10:54:56.422 -> 153,129,28.0,54.0,159,1
10:55:01.408 -> 153,129,28.0,54.0,158,1
10:55:06.411 -> 153,129,28.0,54.0,166,1
10:55:11.427 -> 153,129,28.0,54.0,169,1
10:55:16.420 -> 153,130,28.0,54.0,162,1
10:55:21.444 -> 153,130,28.0,54.0,158,1
10:55:26.448 -> 154,130,28.0,54.0,163,1
10:55:31.444 -> 153,130,28.0,54.0,169,1
10:55:36.447 -> 153,130,28.0,54.0,162,1
10:55:41.447 -> 153,130,28.0,54.0,158,1
10:55:46.431 -> 153,129,28.0,54.0,159,1
10:55:51.469 -> 153,130,28.0,54.0,164,1
10:55:56.454 -> 153,130,28.0,54.0,168,1
10:56:01.457 -> 153,130,28.0,54.0,170,1
10:56:06.462 -> 153,130,28.0,54.0,169,1
10:56:11.447 -> 153,130,28.0,54.0,166,1
10:56:16.460 -> 154,130,28.0,54.0,160,1
10:56:21.456 -> 154,129,28.0,54.0,158,1
10:56:26.459 -> 153,129,28.0,54.0,159,1
10:56:31.486 -> 153,129,28.0,54.0,161,1
10:56:36.473 -> 153,129,28.0,54.0,164,1
10:56:41.472 -> 152,129,28.0,54.0,169,1
10:56:46.507 -> 153,129,28.0,54.0,169,1
10:56:51.507 -> 154,129,28.0,54.0,165,1
10:56:56.502 -> 154,129,28.0,54.0,159,1
10:57:01.498 -> 153,129,28.0,54.0,158,1
10:57:06.502 -> 153,129,28.0,54.0,162,1
10:57:11.503 -> 153,129,28.0,54.0,169,1
10:57:16.519 -> 153,130,28.0,54.0,168,1
10:57:21.518 -> 152,130,28.0,54.0,160,1
10:57:26.514 -> 153,129,28.0,54.0,158,1
10:57:31.499 -> 152,130,28.0,54.0,160,1
10:57:36.535 -> 153,130,28.0,54.0,160,1
10:57:41.528 -> 154,130,28.0,54.0,167,1
10:57:46.507 -> 154,131,28.0,54.0,178,1
10:57:51.546 -> 154,131,28.0,54.0,177,1
10:57:56.541 -> 153,130,28.0,54.0,175,1
10:58:01.546 -> 153,130,28.0,54.0,163,1
10:58:06.546 -> 153,130,28.0,54.0,154,1
10:58:11.550 -> 153,129,28.0,54.0,150,1
10:58:16.523 -> 154,130,28.0,54.0,149,1
10:58:21.553 -> 153,130,28.0,54.0,154,1
10:58:26.541 -> 153,130,28.0,54.0,159,1
10:58:31.545 -> 153,130,28.0,54.0,175,1
10:58:36.559 -> 153,130,28.0,54.0,178,1
10:58:41.545 -> 153,130,28.0,54.0,161,1
10:58:46.585 -> 153,130,28.0,54.0,151,1
10:58:51.569 -> 153,130,28.0,54.0,151,1
10:58:56.566 -> 153,130,28.0,54.0,169,1
10:59:01.579 -> 153,130,28.0,54.0,180,1
10:59:06.579 -> 153,130,28.0,54.0,169,1
10:59:11.565 -> 153,130,28.0,54.0,154,1
10:59:16.600 -> 154,130,28.0,54.0,153,1
10:59:21.589 -> 154,130,28.0,54.0,148,1
10:59:26.600 -> 154,130,28.0,54.0,152,1
10:59:31.601 -> 153,131,28.0,54.0,167,1
10:59:36.596 -> 154,131,28.0,54.0,180,1
10:59:41.616 -> 154,131,28.0,54.0,171,1
10:59:46.618 -> 154,130,28.0,54.0,173,1
10:59:51.604 -> 155,131,28.0,54.0,164,1
10:59:56.635 -> 154,130,28.0,54.0,153,1
11:00:01.636 -> 155,130,28.0,54.0,148,1
11:00:06.628 -> 155,131,28.0,54.0,151,1
11:00:11.629 -> 155,131,28.0,54.0,156,1
11:00:16.624 -> 155,131,28.0,54.0,173,1
11:00:21.656 -> 155,131,28.0,54.0,180,1
11:00:26.652 -> 155,131,28.0,54.0,168,1
11:00:31.661 -> 155,131,28.0,54.0,153,1
11:00:36.644 -> 155,131,28.0,54.0,151,1
11:00:41.636 -> 155,131,28.0,54.0,153,1
11:00:46.668 -> 155,131,28.0,54.0,168,1
11:00:51.651 -> 155,131,28.0,54.0,180,1
11:00:56.675 -> 155,131,28.0,54.0,155,1
11:01:01.670 -> 155,131,28.0,54.0,145,1
11:01:06.671 -> 155,131,28.0,54.0,171,1
11:01:11.667 -> 155,131,28.0,54.0,171,1
11:01:16.671 -> 155,131,28.0,54.0,144,1
11:01:21.675 -> 156,131,28.0,54.0,154,1
11:01:26.671 -> 155,132,28.0,54.0,189,1
11:01:31.672 -> 156,133,28.0,54.0,178,1
11:01:36.675 -> 156,132,28.0,54.0,140,1
11:01:41.691 -> 157,131,28.0,54.0,166,1
11:01:46.694 -> 156,132,28.0,54.0,192,1
11:01:51.711 -> 156,132,28.0,54.0,153,1
11:01:56.707 -> 155,132,28.0,54.0,142,1
11:02:01.706 -> 155,132,28.0,54.0,162,1
11:02:06.704 -> 155,132,28.0,54.0,186,1
11:02:11.708 -> 155,132,28.0,54.0,163,1
11:02:16.731 -> 155,132,28.0,54.0,147,1
11:02:21.735 -> 156,132,28.0,54.0,150,1
11:02:26.730 -> 155,132,28.0,54.0,174,1
11:02:31.714 -> 155,132,28.0,54.0,181,1
11:02:36.750 -> 155,132,28.0,54.0,153,1
11:02:41.723 -> 155,132,28.0,54.0,159,1
11:02:46.729 -> 155,132,28.0,54.0,168,1
11:02:51.754 -> 155,132,28.0,54.0,182,1
11:02:56.761 -> 155,133,28.0,54.0,152,1
11:03:01.762 -> 155,133,28.0,54.0,156,1
11:03:06.764 -> 155,132,28.0,54.0,183,1
11:03:11.773 -> 156,133,28.0,54.0,169,1
11:03:16.769 -> 156,132,28.0,54.0,152,1
11:03:21.766 -> 156,133,28.0,54.0,153,1
11:03:26.762 -> 156,132,28.0,54.0,180,1
11:03:31.775 -> 155,132,28.0,54.0,171,1
11:03:36.770 -> 156,133,28.0,54.0,148,1
11:03:41.768 -> 156,133,28.0,54.0,161,1
11:03:46.795 -> 156,133,28.0,54.0,171,1
11:03:51.786 -> 156,133,28.0,54.0,172,1
11:03:56.789 -> 156,133,28.0,54.0,154,1
11:04:01.794 -> 156,133,28.0,54.0,151,1
11:04:06.790 -> 156,133,28.0,54.0,165,1
11:04:11.790 -> 156,133,28.0,54.0,172,1
11:04:16.791 -> 161,135,28.0,54.0,170,1
11:04:21.799 -> 157,133,28.0,54.0,157,1
11:04:26.799 -> 156,131,28.0,54.0,157,1
11:04:31.821 -> 154,130,28.0,54.0,163,1
11:04:36.823 -> 153,130,28.0,54.0,175,1
11:04:41.810 -> 153,130,28.0,54.0,182,1
11:04:46.843 -> 152,129,28.0,54.0,171,1
11:04:51.822 -> 152,129,28.0,54.0,152,1
11:04:56.824 -> 151,129,28.0,54.0,146,1
11:05:01.845 -> 152,129,28.0,54.0,148,1
11:05:06.834 -> 151,130,28.0,54.0,150,1
11:05:11.837 -> 151,129,28.0,54.0,156,1
11:05:16.865 -> 151,129,28.0,54.0,162,1
11:05:21.858 -> 151,129,28.0,54.0,177,1
11:05:26.844 -> 151,129,28.0,54.0,181,1
11:05:31.881 -> 150,129,28.0,54.0,180,1
11:05:36.876 -> 151,129,28.0,54.0,179,1
11:05:41.872 -> 151,129,28.0,54.0,166,1
11:05:46.880 -> 151,129,28.0,54.0,153,1
11:05:51.872 -> 150,129,28.0,54.0,144,1
11:05:56.866 -> 150,129,28.0,54.0,143,1
11:06:01.880 -> 150,129,28.0,54.0,149,1
11:06:06.895 -> 150,129,28.0,54.0,169,1
11:06:11.884 -> 150,129,28.0,54.0,184,1
11:06:16.880 -> 151,129,28.0,54.0,173,1
11:06:21.916 -> 150,129,28.0,54.0,150,1
11:06:26.883 -> 150,130,28.0,54.0,144,1
11:06:31.884 -> 150,129,28.0,54.0,149,1
11:06:36.912 -> 151,129,28.0,54.0,175,1
11:06:41.915 -> 151,129,28.0,54.0,170,1
11:06:46.908 -> 151,130,28.0,54.0,159,1
11:06:51.931 -> 151,130,28.0,54.0,149,1
11:06:56.932 -> 151,129,28.0,54.0,145,1
11:07:01.921 -> 151,130,28.0,54.0,149,1
11:07:06.915 -> 151,129,28.0,54.0,161,1
11:07:11.948 -> 151,129,28.0,54.0,174,1
11:07:16.912 -> 151,129,28.0,54.0,177,1
11:07:21.944 -> 151,129,28.0,54.0,180,1
11:07:26.947 -> 151,130,28.0,54.0,163,1
11:07:31.954 -> 151,130,28.0,55.0,147,1
11:07:36.958 -> 151,130,28.0,54.0,149,1
11:07:41.955 -> 151,130,28.0,54.0,175,1
11:07:46.947 -> 151,130,28.0,55.0,181,1
11:07:51.942 -> 150,129,28.0,54.0,159,1
11:07:56.976 -> 151,131,28.0,54.0,147,1
11:08:01.979 -> 151,130,28.0,54.0,173,1
11:08:06.963 -> 152,130,28.0,54.0,179,1
11:08:11.965 -> 151,130,28.0,54.0,153,1
11:08:16.983 -> 151,130,28.0,55.0,148,1
11:08:21.978 -> 150,129,28.0,55.0,181,1
11:08:26.967 -> 156,134,28.0,54.0,163,1
11:08:31.990 -> 154,132,28.0,55.0,147,1
11:08:36.986 -> 152,130,28.0,55.0,164,1
11:08:41.978 -> 149,128,28.0,55.0,164,1
11:08:47.014 -> 149,128,28.0,55.0,157,1
11:08:52.019 -> 148,127,28.0,55.0,159,1
11:08:57.014 -> 147,127,28.0,55.0,166,1
11:09:01.998 -> 146,127,28.0,55.0,164,1
11:09:06.998 -> 147,126,28.0,55.0,156,1
11:09:12.021 -> 147,127,28.0,55.0,159,1
11:09:17.013 -> 146,126,28.0,55.0,167,1
11:09:22.038 -> 146,126,28.0,55.0,157,1
11:09:27.033 -> 146,126,28.0,55.0,156,1
11:09:32.030 -> 147,126,28.0,55.0,163,1
11:09:37.030 -> 146,126,28.0,55.0,166,1
11:09:42.044 -> 146,126,28.0,55.0,156,1
11:09:47.029 -> 147,126,28.0,55.0,160,1
11:09:52.034 -> 146,126,28.0,55.0,167,1
11:09:57.035 -> 146,126,28.0,55.0,162,1
11:10:02.069 -> 146,126,28.0,55.0,155,1
11:10:07.066 -> 146,126,28.0,55.0,163,1
11:10:12.061 -> 145,126,28.0,55.0,167,1
11:10:17.082 -> 146,126,28.0,55.0,158,1
11:10:22.077 -> 146,126,28.0,55.0,155,1
11:10:27.065 -> 146,126,28.0,55.0,157,1
